state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,Predicted total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn
MO,74,415,421-2955,no,no,0,,,,,,,,,,,,,,,
IL,138,510,331-6629,yes,no,0,,,,,,,,,,,,,,,
FL,143,415,343-6314,no,no,0,,,,,,,,,,,,,,,
HI,64,415,414-6638,no,no,0,,,,,,,,,,,,,,,
ME,120,510,350-5883,no,no,0,,,,,,,,,,,,,,,
CO,121,408,409-4447,yes,no,0,,,,,,,,,,,,,,,
NH,88,415,376-4856,no,no,0,,,,,,,,,,,,,,,
SC,87,408,335-1874,no,no,0,,,,,,,,,,,,,,,
IN,100,510,397-6255,no,no,0,,,,,,,,,,,,,,,
FL,104,415,381-5047,no,no,0,,,,,,,,,,,,,,,
GA,27,510,403-6850,no,no,0,,,,,,,,,,,,,,,
IL,81,415,375-3658,no,yes,31,,,,,,,,,,,,,,,
NC,64,510,341-2603,yes,yes,33,,,,,,,,,,,,,,,
VT,107,510,342-5062,no,yes,28,,,,,,,,,,,,,,,
DC,88,415,354-1558,no,yes,17,,,,,,,,,,,,,,,
VT,111,408,351-9537,no,no,0,,,,,,,,,,,,,,,
NV,77,415,401-1252,no,no,0,,,,,,,,,,,,,,,
OR,67,415,366-9538,yes,no,0,,,,,,,,,,,,,,,
AL,102,408,364-7622,no,no,0,,,,,,,,,,,,,,,
ND,146,408,393-9918,no,yes,19,,,,,,,,,,,,,,,
FL,144,415,376-4484,no,yes,51,,,,,,,,,,,,,,,
NE,96,415,410-6791,no,no,0,,,,,,,,,,,,,,,
ND,70,415,343-2392,no,yes,31,,,,,,,,,,,,,,,
ME,149,408,408-4323,no,no,0,,,,,,,,,,,,,,,
IL,129,415,395-1718,no,no,0,,,,,,,,,,,,,,,
WA,166,408,354-9492,no,no,0,,,,,,,,,,,,,,,
MA,136,408,367-8168,yes,no,0,,,,,,,,,,,,,,,
KS,149,510,340-3500,no,no,0,,,,,,,,,,,,,,,
RI,70,415,369-4962,no,no,0,,,,,,,,,,,,,,,
MO,120,415,334-8967,no,yes,24,,,,,,,,,,,,,,,
IA,66,510,402-2377,no,no,0,,,,,,,,,,,,,,,
WY,104,408,366-3917,no,no,0,,,,,,,,,,,,,,,
NV,160,415,333-3531,no,no,0,,,,,,,,,,,,,,,
WI,129,415,333-8954,no,yes,37,,,,,,,,,,,,,,,
AL,93,408,374-9203,no,no,0,,,,,,,,,,,,,,,
HI,169,415,334-3289,no,no,0,,,,,,,,,,,,,,,
MO,58,415,353-7822,no,no,0,,,,,,,,,,,,,,,
CA,75,510,350-1422,no,yes,38,,,,,,,,,,,,,,,
MO,45,408,385-8406,no,no,0,,,,,,,,,,,,,,,
CT,155,510,380-7277,no,no,0,,,,,,,,,,,,,,,
MD,52,415,352-1798,no,no,0,,,,,,,,,,,,,,,
OH,119,415,385-7922,no,yes,27,,,,,,,,,,,,,,,
NV,86,510,353-7730,no,no,0,,,,,,,,,,,,,,,
MD,42,408,337-7163,no,no,0,,,,,,,,,,,,,,,
NE,127,510,348-5567,yes,no,0,,,,,,,,,,,,,,,
OH,123,408,420-9575,no,no,0,,,,,,,,,,,,,,,
MA,98,510,366-3358,no,no,0,,,,,,,,,,,,,,,
OK,149,510,359-9972,no,yes,43,,,,,,,,,,,,,,,
MA,160,408,387-3332,no,no,0,,,,,,,,,,,,,,,
WA,103,415,354-6960,no,no,0,,,,,,,,,,,,,,,
HI,132,415,405-3335,no,yes,15,,,,,,,,,,,,,,,
CO,137,415,379-4257,no,no,0,,,,,,,,,,,,,,,
FL,129,415,355-4992,yes,no,0,,,,,,,,,,,,,,,
WI,62,415,383-6373,no,no,0,,,,,,,,,,,,,,,
ID,122,510,382-7993,no,yes,33,,,,,,,,,,,,,,,
WY,32,408,422-5865,no,no,0,,,,,,,,,,,,,,,
GA,86,510,410-9961,no,no,0,,,,,,,,,,,,,,,
FL,130,415,343-9946,no,no,0,,,,,,,,,,,,,,,
WY,42,408,357-7060,no,no,0,,,,,,,,,,,,,,,
DE,73,415,355-9541,no,no,0,,,,,,,,,,,,,,,
ME,66,408,378-4145,no,yes,26,,,,,,,,,,,,,,,
DC,103,510,386-2317,no,yes,31,,,,,,,,,,,,,,,
IA,128,408,335-8146,no,no,0,,,,,,,,,,,,,,,
CO,104,415,377-2235,no,no,0,,,,,,,,,,,,,,,
MN,103,415,386-9141,no,no,0,,,,,,,,,,,,,,,
VT,124,415,416-5623,no,no,0,,,,,,,,,,,,,,,
AZ,87,510,327-3053,no,no,0,,,,,,,,,,,,,,,
LA,109,415,395-6195,no,yes,27,,,,,,,,,,,,,,,
MO,167,415,397-8772,yes,no,0,,,,,,,,,,,,,,,
ME,97,510,346-7656,no,no,0,,,,,,,,,,,,,,,
MD,106,415,343-2350,no,no,0,,,,,,,,,,,,,,,
VT,125,415,372-4722,no,no,0,,,,,,,,,,,,,,,
DC,108,408,399-8615,no,yes,35,,,,,,,,,,,,,,,
WY,125,415,379-8248,no,no,0,,,,,,,,,,,,,,,
VA,89,415,414-6219,no,yes,32,,,,,,,,,,,,,,,
VA,72,510,387-1343,yes,yes,29,,,,,,,,,,,,,,,
CT,23,510,370-5527,no,no,0,,,,,,,,,,,,,,,
HI,149,510,393-8736,no,no,0,,,,,,,,,,,,,,,
WI,73,415,402-7626,no,no,0,,,,,,,,,,,,,,,
MD,61,415,370-2688,no,no,0,,,,,,,,,,,,,,,
WV,161,415,418-9036,no,no,0,,,,,,,,,,,,,,,
VT,73,408,417-2035,no,no,0,,,,,,,,,,,,,,,
UT,118,415,355-3602,no,yes,24,,,,,,,,,,,,,,,
CO,23,408,393-4027,no,no,0,,,,,,,,,,,,,,,
NC,127,415,418-5141,no,yes,25,,,,,,,,,,,,,,,
NJ,42,415,406-1247,no,yes,32,,,,,,,,,,,,,,,
AR,118,415,402-3892,no,no,0,,,,,,,,,,,,,,,
IA,45,510,332-2965,no,no,0,,,,,,,,,,,,,,,
GA,50,408,377-1218,no,yes,24,,,,,,,,,,,,,,,
MO,179,510,355-2464,no,no,0,,,,,,,,,,,,,,,
MO,152,408,404-4611,no,no,0,,,,,,,,,,,,,,,
WY,105,415,373-2339,no,no,0,,,,,,,,,,,,,,,
HI,72,415,410-3503,no,no,0,,,,,,,,,,,,,,,
PA,52,408,410-4739,no,no,0,,,,,,,,,,,,,,,
TX,125,415,365-3562,no,no,0,,,,,,,,,,,,,,,
VA,143,510,387-7641,no,no,0,,,,,,,,,,,,,,,
RI,65,415,385-9744,no,no,0,,,,,,,,,,,,,,,
WI,80,415,398-5006,no,no,0,,,,,,,,,,,,,,,
MS,1,415,408-3977,no,no,0,,,,,,,,,,,,,,,
KY,60,408,334-2729,no,no,0,,,,,,,,,,,,,,,
NC,43,415,334-7685,no,no,0,,,,,,,,,,,,,,,
NV,143,415,350-9228,no,no,0,,,,,,,,,,,,,,,
UT,81,415,407-5774,no,yes,24,,,,,,,,,,,,,,,
ME,205,510,413-4039,no,yes,24,,,,,,,,,,,,,,,
HI,24,415,343-2077,no,no,0,,,,,,,,,,,,,,,
OH,74,415,336-5661,no,no,0,,,,,,,,,,,,,,,
WV,77,510,355-4143,no,no,0,,,,,,,,,,,,,,,
OK,74,415,366-5918,no,no,0,,,,,,,,,,,,,,,
KY,74,510,368-7555,yes,no,0,,,,,,,,,,,,,,,
AL,200,408,408-2119,no,no,0,,,,,,,,,,,,,,,
MD,86,408,329-2789,no,no,0,,,,,,,,,,,,,,,
NE,91,510,334-1508,no,yes,37,,,,,,,,,,,,,,,
DC,76,415,337-1506,no,no,0,,,,,,,,,,,,,,,
TX,130,415,396-8400,no,no,0,,,,,,,,,,,,,,,
OH,56,408,349-2654,no,no,0,,,,,,,,,,,,,,,
DE,117,415,417-2716,no,no,0,,,,,,,,,,,,,,,
IA,63,510,402-1725,no,no,0,,,,,,,,,,,,,,,
VT,126,415,403-3229,no,no,0,,,,,,,,,,,,,,,
OR,132,510,353-6056,no,no,0,,,,,,,,,,,,,,,
NV,81,415,399-9802,no,yes,28,,,,,,,,,,,,,,,
NC,122,415,366-7069,no,no,0,,,,,,,,,,,,,,,
NJ,46,408,332-5949,no,no,0,,,,,,,,,,,,,,,
MN,150,415,393-6376,no,yes,28,,,,,,,,,,,,,,,
ID,99,408,354-7025,no,no,0,,,,,,,,,,,,,,,
AL,87,408,351-6585,no,no,0,,,,,,,,,,,,,,,
AK,108,415,330-5462,no,no,0,,,,,,,,,,,,,,,
VT,101,415,407-2292,no,no,0,,,,,,,,,,,,,,,
PA,53,415,340-3011,no,no,0,,,,,,,,,,,,,,,
AK,132,415,345-9153,no,yes,39,,,,,,,,,,,,,,,
CA,158,510,379-5503,no,no,0,,,,,,,,,,,,,,,
MS,114,415,389-6790,no,yes,34,,,,,,,,,,,,,,,
AR,77,415,408-3610,no,yes,23,,,,,,,,,,,,,,,
NV,144,415,375-8238,yes,no,0,,,,,,,,,,,,,,,
AL,91,510,378-5633,no,yes,23,,,,,,,,,,,,,,,
GA,58,408,389-9120,no,no,0,,,,,,,,,,,,,,,
AR,5,415,380-2758,no,no,0,,,,,,,,,,,,,,,
MA,97,408,402-2728,no,no,0,,,,,,,,,,,,,,,
NJ,107,415,354-9062,no,no,0,,,,,,,,,,,,,,,
MO,142,415,417-2054,no,yes,30,,,,,,,,,,,,,,,
NY,9,408,353-1941,no,yes,31,,,,,,,,,,,,,,,
AZ,73,415,328-1522,no,no,0,,,,,,,,,,,,,,,
NJ,48,510,408-4529,no,yes,22,,,,,,,,,,,,,,,
WV,43,408,417-5320,no,no,0,,,,,,,,,,,,,,,
NM,122,408,370-9755,no,yes,33,,,,,,,,,,,,,,,
SC,93,415,372-4835,no,no,0,,,,,,,,,,,,,,,
VT,85,415,334-6605,no,no,0,,,,,,,,,,,,,,,
TN,59,415,399-5564,no,no,0,,,,,,,,,,,,,,,
LA,87,415,392-2887,no,no,0,,,,,,,,,,,,,,,
OH,137,408,328-2110,no,no,0,,,,,,,,,,,,,,,
OR,21,510,383-5976,no,yes,31,,,,,,,,,,,,,,,
DE,129,510,332-6181,no,no,0,,,,,,,,,,,,,,,
KY,104,415,330-5255,no,no,0,,,,,,,,,,,,,,,
GA,93,408,413-5190,no,yes,21,,,,,,,,,,,,,,,
VT,63,415,394-7447,no,no,0,,,,,,,,,,,,,,,
OR,161,415,353-7096,no,no,0,,,,,,,,,,,,,,,
TX,50,510,395-6002,no,no,0,,,,,,,,,,,,,,,
MO,103,408,372-9816,no,yes,24,,,,,,,,,,,,,,,
ND,84,415,400-7253,no,yes,33,,,,,,,,,,,,,,,
MN,92,510,344-7470,no,no,0,,,,,,,,,,,,,,,
NV,77,415,378-8572,no,no,0,,,,,,,,,,,,,,,
NY,64,415,345-9140,yes,no,0,,,,,,,,,,,,,,,
FL,159,415,340-5460,no,yes,15,,,,,,,,,,,,,,,
KS,110,415,369-8024,yes,yes,27,,,,,,,,,,,,,,,
NV,138,510,395-8595,no,no,0,,,,,,,,,,,,,,,
NV,178,408,359-4587,no,no,0,,,,,,,,,,,,,,,
SC,38,415,375-5439,no,yes,31,,,,,,,,,,,,,,,
MI,50,415,361-3779,no,yes,35,,,,,,,,,,,,,,,
MI,45,510,375-8934,no,yes,26,,,,,,,,,,,,,,,
TN,70,510,395-4757,no,no,0,,,,,,,,,,,,,,,
NY,147,510,421-7205,no,yes,33,,,,,,,,,,,,,,,
NV,94,510,379-8805,no,no,0,,,,,,,,,,,,,,,
IL,179,510,348-2150,no,no,0,,,,,,,,,,,,,,,
MS,116,415,417-9128,no,no,0,,,,,,,,,,,,,,,
ND,59,510,351-4226,no,no,0,,,,,,,,,,,,,,,
NC,165,415,330-6630,no,no,0,,,,,,,,,,,,,,,
MI,133,408,387-9137,no,no,0,,,,,,,,,,,,,,,
TN,140,415,372-3987,no,no,0,,,,,,,,,,,,,,,
VT,93,408,408-5183,no,yes,32,,,,,,,,,,,,,,,
OK,52,510,412-9357,no,yes,38,,,,,,,,,,,,,,,
DE,64,415,402-3599,no,yes,27,,,,,,,,,,,,,,,
ND,12,510,379-5211,yes,no,0,,,,,,,,,,,,,,,
OR,48,415,405-9217,no,no,0,,,,,,,,,,,,,,,
NY,181,408,340-9200,no,no,0,,,,,,,,,,,,,,,
MO,168,415,339-9026,no,yes,42,,,,,,,,,,,,,,,
FL,155,415,343-4772,no,no,0,,,,,,,,,,,,,,,
ND,105,510,345-2108,no,no,0,,,,,,,,,,,,,,,
NY,11,415,401-4650,no,no,0,,,,,,,,,,,,,,,
ND,182,415,400-3945,no,no,0,,,,,,,,,,,,,,,
NY,104,415,338-3781,no,no,0,,,,,,,,,,,,,,,
OH,102,415,342-6316,no,no,0,,,,,,,,,,,,,,,
AL,122,415,336-5920,no,no,0,,,,,,,,,,,,,,,
SC,41,415,332-1060,no,no,0,,,,,,,,,,,,,,,
GA,132,415,418-3426,no,no,0,,,,,,,,,,,,,,,
WY,76,415,408-6326,no,no,0,,,,,,,,,,,,,,,
WV,13,415,334-6142,no,no,0,,,,,,,,,,,,,,,
HI,115,415,336-6128,no,yes,33,,,,,,,,,,,,,,,
WV,67,408,406-6708,no,no,0,,,,,,,,,,,,,,,
LA,154,510,388-8670,no,no,0,,,,,,,,,,,,,,,
AR,100,510,363-5853,no,no,0,,,,,,,,,,,,,,,
AK,146,510,383-6544,yes,no,0,,,,,,,,,,,,,,,
DC,148,415,378-2940,no,yes,11,,,,,,,,,,,,,,,
AL,67,415,338-7683,no,yes,28,,,,,,,,,,,,,,,
UT,161,510,329-2786,yes,no,0,,,,,,,,,,,,,,,
KS,70,415,369-9465,no,no,0,,,,,,,,,,,,,,,
MN,116,510,337-3769,no,no,0,,,,,,,,,,,,,,,
VA,99,415,400-6257,no,yes,42,,,,,,,,,,,,,,,
UT,87,415,411-6663,no,no,0,,,,,,,,,,,,,,,
IN,87,510,384-3101,no,no,0,,,,,,,,,,,,,,,
CT,70,408,339-5329,no,no,0,,,,,,,,,,,,,,,
DE,131,408,388-9944,no,no,0,,,,,,,,,,,,,,,
VT,119,510,403-1769,no,no,0,,,,,,,,,,,,,,,
MO,119,408,390-1612,no,yes,32,,,,,,,,,,,,,,,
RI,87,510,421-7214,yes,no,0,,,,,,,,,,,,,,,
CA,112,415,338-6962,no,no,0,,,,,,,,,,,,,,,
RI,75,415,333-9826,no,no,0,,,,,,,,,,,,,,,
CT,150,510,411-8549,no,no,0,,,,,,,,,,,,,,,
IN,161,510,381-9234,no,yes,38,,,,,,,,,,,,,,,
FL,91,510,387-9855,yes,yes,24,,,,,,,,,,,,,,,
KS,124,415,371-6990,no,no,0,,,,,,,,,,,,,,,
NY,94,510,417-3046,yes,no,0,,,,,,,,,,,,,,,
TX,217,408,385-7082,no,no,0,,,,,,,,,,,,,,,
RI,158,510,365-5886,no,no,0,,,,,,,,,,,,,,,
NV,102,415,373-5196,no,no,0,,,,,,,,,,,,,,,
UT,85,510,327-6194,no,no,0,,,,,,,,,,,,,,,
OK,79,510,381-4565,no,no,0,,,,,,,,,,,,,,,
MN,139,510,357-9832,no,yes,25,,,,,,,,,,,,,,,
NC,103,415,396-4845,no,no,0,,,,,,,,,,,,,,,
OR,98,415,378-6772,yes,no,0,,,,,,,,,,,,,,,
NH,78,408,353-4296,no,no,0,,,,,,,,,,,,,,,
AK,50,408,362-8331,no,no,0,,,,,,,,,,,,,,,
OR,161,415,362-4685,no,no,0,,,,,,,,,,,,,,,
KS,67,408,383-1431,no,no,0,,,,,,,,,,,,,,,
WV,86,415,332-2258,no,yes,38,,,,,,,,,,,,,,,
GA,92,510,375-8304,no,no,0,,,,,,,,,,,,,,,
NM,174,415,340-5580,no,no,0,,,,,,,,,,,,,,,
OH,124,510,362-1490,no,no,0,,,,,,,,,,,,,,,
ND,132,415,336-4281,no,yes,31,,,,,,,,,,,,,,,
RI,190,415,361-1315,no,yes,26,,,,,,,,,,,,,,,
HI,101,510,342-5906,no,no,0,,,,,,,,,,,,,,,
WY,185,415,405-7904,yes,yes,30,,,,,,,,,,,,,,,
NY,68,415,349-4762,no,yes,29,,,,,,,,,,,,,,,
KS,117,510,385-3263,no,yes,25,,,,,,,,,,,,,,,
LA,118,408,405-9496,no,no,0,,,,,,,,,,,,,,,
PA,124,415,396-6775,no,no,0,,,,,,,,,,,,,,,
NV,22,510,393-6475,no,no,0,,,,,,,,,,,,,,,
MN,75,415,379-7779,no,no,0,,,,,,,,,,,,,,,
PA,134,408,408-8650,no,no,0,,,,,,,,,,,,,,,
MO,164,408,400-3497,no,yes,25,,,,,,,,,,,,,,,
NY,44,510,407-9244,no,no,0,,,,,,,,,,,,,,,
ME,177,415,406-8809,no,no,0,,,,,,,,,,,,,,,
NH,110,408,358-1778,no,no,0,,,,,,,,,,,,,,,
WY,53,415,337-4339,no,yes,27,,,,,,,,,,,,,,,
NY,108,415,344-7197,no,no,0,,,,,,,,,,,,,,,
ME,80,408,333-7631,no,no,0,,,,,,,,,,,,,,,
MN,158,408,372-6623,no,no,0,,,,,,,,,,,,,,,
OH,114,415,363-2602,no,no,0,,,,,,,,,,,,,,,
NC,64,408,387-7757,no,yes,19,,,,,,,,,,,,,,,
SD,88,415,397-5381,no,no,0,,,,,,,,,,,,,,,
UT,82,510,406-4604,yes,no,0,,,,,,,,,,,,,,,
KY,111,415,376-9513,no,no,0,,,,,,,,,,,,,,,
MT,60,408,360-1852,no,no,0,,,,,,,,,,,,,,,
NJ,113,408,421-7270,no,no,0,,,,,,,,,,,,,,,
FL,109,408,371-9482,no,no,0,,,,,,,,,,,,,,,
IN,105,510,337-4101,no,yes,42,,,,,,,,,,,,,,,
DE,85,510,420-2796,no,no,0,,,,,,,,,,,,,,,
AL,131,510,366-4225,no,no,0,,,,,,,,,,,,,,,
ME,59,510,398-4567,no,no,0,,,,,,,,,,,,,,,
SD,148,408,388-4571,no,no,0,,,,,,,,,,,,,,,
VA,210,408,360-8666,no,no,0,,,,,,,,,,,,,,,
AK,115,415,333-3704,no,no,0,,,,,,,,,,,,,,,
ID,106,510,383-2566,no,no,0,,,,,,,,,,,,,,,
RI,93,415,406-5584,no,no,0,,,,,,,,,,,,,,,
KY,57,415,344-4691,no,yes,29,,,,,,,,,,,,,,,
ND,98,510,347-9737,no,no,0,,,,,,,,,,,,,,,
HI,157,415,333-7961,no,no,0,,,,,,,,,,,,,,,
WI,116,415,364-2439,no,yes,35,,,,,,,,,,,,,,,
WV,30,510,411-8043,no,no,0,,,,,,,,,,,,,,,
NJ,111,510,332-5084,no,no,0,,,,,,,,,,,,,,,
KS,52,415,413-4831,no,no,0,,,,,,,,,,,,,,,
AL,72,415,343-4806,no,no,0,,,,,,,,,,,,,,,
NJ,135,510,401-8735,no,yes,28,,,,,,,,,,,,,,,
NC,86,510,391-8626,no,no,0,,,,,,,,,,,,,,,
DE,98,415,327-5817,no,yes,29,,,,,,,,,,,,,,,
WY,151,510,381-4712,no,no,0,,,,,,,,,,,,,,,
ID,118,415,335-3320,no,no,0,,,,,,,,,,,,,,,
NY,117,415,415-8780,no,no,0,,,,,,,,,,,,,,,
MO,55,510,362-1146,no,no,0,,,,,,,,,,,,,,,
ID,82,408,352-7413,no,no,0,,,,,,,,,,,,,,,
IA,152,415,387-6716,no,no,0,,,,,,,,,,,,,,,
TN,108,408,352-1127,no,yes,15,,,,,,,,,,,,,,,
OH,98,408,368-1288,no,no,0,,,,,,,,,,,,,,,
IL,130,415,403-5279,no,no,0,,,,,,,,,,,,,,,
FL,136,408,397-9333,yes,no,0,,,,,,,,,,,,,,,
MA,47,415,411-7353,no,no,0,,,,,,,,,,,,,,,
OK,189,415,383-2537,no,no,0,,,,,,,,,,,,,,,
KY,107,415,330-4419,no,no,0,,,,,,,,,,,,,,,
MI,91,415,390-7930,no,no,0,,,,,,,,,,,,,,,
NE,159,415,362-5111,no,no,0,,,,,,,,,,,,,,,
VA,11,408,358-6796,no,yes,24,,,,,,,,,,,,,,,
NY,167,415,409-7494,no,no,0,,,,,,,,,,,,,,,
MT,111,408,400-1636,no,no,0,,,,,,,,,,,,,,,
VT,99,408,389-2747,no,yes,19,,,,,,,,,,,,,,,
KS,159,415,415-2176,no,yes,19,,,,,,,,,,,,,,,
VA,114,415,377-8067,yes,yes,31,,,,,,,,,,,,,,,
AL,71,415,362-7835,no,no,0,,,,,,,,,,,,,,,
PA,122,415,361-5225,no,no,0,,,,,,,,,,,,,,,
AL,100,408,333-3447,no,yes,25,,,,,,,,,,,,,,,
WV,83,415,341-3044,no,yes,37,,,,,,,,,,,,,,,
NV,64,408,350-7306,no,no,0,,,,,,,,,,,,,,,
TN,105,408,353-8849,no,no,0,,,,,,,,,,,,,,,
ID,144,415,402-3476,no,yes,33,,,,,,,,,,,,,,,
WY,106,415,338-6018,yes,yes,26,,,,,,,,,,,,,,,
TX,19,510,409-3520,no,yes,34,,,,,,,,,,,,,,,
MA,46,408,357-1085,no,no,0,,,,,,,,,,,,,,,
IL,127,510,353-3285,no,no,0,,,,,,,,,,,,,,,
LA,9,415,409-9885,no,yes,39,,,,,,,,,,,,,,,
CO,157,415,388-7701,no,no,0,,,,,,,,,,,,,,,
UT,105,415,385-8184,no,no,0,,,,,,,,,,,,,,,
MI,105,415,345-2863,no,yes,29,,,,,,,,,,,,,,,
NH,155,408,353-6300,no,no,0,,,,,,,,,,,,,,,
ID,31,415,389-5649,no,no,0,,,,,,,,,,,,,,,
WA,161,415,378-8137,no,no,0,,,,,,,,,,,,,,,
MN,95,408,340-4627,no,yes,32,,,,,,,,,,,,,,,
NY,122,415,352-6833,no,no,0,,,,,,,,,,,,,,,
MD,37,415,420-2000,yes,no,0,,,,,,,,,,,,,,,
GA,132,415,368-5437,no,no,0,,,,,,,,,,,,,,,
HI,119,408,418-8170,no,yes,24,,,,,,,,,,,,,,,
AL,16,408,403-9417,no,no,0,,,,,,,,,,,,,,,
CT,99,408,330-6165,no,no,0,,,,,,,,,,,,,,,
CO,76,408,412-4185,no,yes,26,,,,,,,,,,,,,,,
KS,167,415,409-4734,no,no,0,,,,,,,,,,,,,,,
NJ,129,415,348-9828,no,no,0,,,,,,,,,,,,,,,
FL,116,408,418-8850,no,no,0,,,,,,,,,,,,,,,
CA,60,415,330-8351,yes,no,0,,,,,,,,,,,,,,,
KS,128,415,347-7773,no,no,0,,,,,,,,,,,,,,,
TX,47,408,392-6841,no,yes,28,,,,,,,,,,,,,,,
MN,40,510,354-2189,yes,no,0,,,,,,,,,,,,,,,
AK,173,510,349-9060,no,no,0,,,,,,,,,,,,,,,
OR,157,510,334-1311,no,yes,30,,,,,,,,,,,,,,,
MS,66,408,415-3120,no,yes,32,,,,,,,,,,,,,,,
VT,50,415,387-5891,yes,yes,26,,,,,,,,,,,,,,,
UT,72,415,368-8026,no,no,0,,,,,,,,,,,,,,,
KS,130,510,332-9446,no,no,0,,,,,,,,,,,,,,,
NV,143,408,393-5284,no,no,0,,,,,,,,,,,,,,,
DE,89,510,376-1677,yes,no,0,,,,,,,,,,,,,,,
IN,108,415,392-2268,no,no,0,,,,,,,,,,,,,,,
TX,32,408,396-4311,no,no,0,,,,,,,,,,,,,,,
MA,166,415,363-4005,no,no,0,,,,,,,,,,,,,,,
VT,109,408,344-9966,no,no,0,,,,,,,,,,,,,,,
CA,72,408,337-7377,no,yes,39,,,,,,,,,,,,,,,
IA,134,415,373-7037,no,yes,32,,,,,,,,,,,,,,,
NH,13,415,356-7580,no,no,0,,,,,,,,,,,,,,,
GA,90,415,390-3401,no,no,0,,,,,,,,,,,,,,,
WI,111,415,350-9313,no,yes,36,,,,,,,,,,,,,,,
CO,101,408,420-9009,no,yes,23,,,,,,,,,,,,,,,
SC,72,415,415-2641,no,no,0,,,,,,,,,,,,,,,
MI,67,510,392-4929,no,yes,35,,,,,,,,,,,,,,,
MD,172,408,346-5068,no,no,0,,,,,,,,,,,,,,,
IN,154,510,389-2631,no,yes,32,,,,,,,,,,,,,,,
ME,69,510,368-3808,no,no,0,,,,,,,,,,,,,,,
DC,123,415,406-8599,no,no,0,,,,,,,,,,,,,,,
TN,130,415,386-7456,no,yes,12,,,,,,,,,,,,,,,
FL,142,415,357-4936,no,yes,26,,,,,,,,,,,,,,,
WA,29,415,397-7411,no,no,0,,,,,,,,,,,,,,,
HI,87,408,353-6218,no,yes,28,,,,,,,,,,,,,,,
NE,149,415,369-5942,no,no,0,,,,,,,,,,,,,,,
TN,146,408,416-8543,yes,no,0,,,,,,,,,,,,,,,
MD,88,415,358-4576,yes,no,0,,,,,,,,,,,,,,,
NM,119,415,352-5118,yes,yes,15,,,,,,,,,,,,,,,
VT,48,510,408-2621,no,no,0,,,,,,,,,,,,,,,
OR,135,415,353-3994,no,no,0,,,,,,,,,,,,,,,
IN,100,510,367-4277,no,no,0,,,,,,,,,,,,,,,
MO,98,415,354-3237,no,no,0,,,,,,,,,,,,,,,
FL,75,510,394-8504,no,yes,26,,,,,,,,,,,,,,,
DC,180,415,370-4139,no,yes,33,,,,,,,,,,,,,,,
VT,100,415,382-6135,no,yes,25,,,,,,,,,,,,,,,
OH,119,415,359-5718,no,yes,35,,,,,,,,,,,,,,,
MO,86,415,385-3111,no,no,0,,,,,,,,,,,,,,,
LA,155,408,353-4880,no,yes,39,,,,,,,,,,,,,,,
IL,78,415,343-7019,yes,no,0,,,,,,,,,,,,,,,
NJ,153,415,419-6133,no,no,0,,,,,,,,,,,,,,,
IA,92,510,350-7344,no,yes,25,,,,,,,,,,,,,,,
WA,13,510,397-6064,no,yes,25,,,,,,,,,,,,,,,
NE,154,415,363-6896,no,no,0,,,,,,,,,,,,,,,
CT,144,510,416-9021,yes,yes,35,,,,,,,,,,,,,,,
WV,48,408,408-3269,no,no,0,,,,,,,,,,,,,,,
ND,94,408,408-9463,no,no,0,,,,,,,,,,,,,,,
UT,139,415,340-7062,no,no,0,,,,,,,,,,,,,,,
MS,126,415,417-4309,no,no,0,,,,,,,,,,,,,,,
MN,122,415,421-2659,no,no,0,,,,,,,,,,,,,,,
NH,139,510,383-2017,no,no,0,,,,,,,,,,,,,,,
LA,95,415,411-6294,no,no,0,,,,,,,,,,,,,,,
ME,80,408,332-9525,no,yes,31,,,,,,,,,,,,,,,
KS,131,415,401-5012,no,yes,28,,,,,,,,,,,,,,,
KS,36,510,368-8835,no,no,0,,,,,,,,,,,,,,,
NV,180,510,351-1382,no,no,0,,,,,,,,,,,,,,,
MT,25,415,359-7694,no,no,0,,,,,,,,,,,,,,,
MT,113,415,419-5505,no,no,0,,,,,,,,,,,,,,,
ID,88,415,341-4570,no,yes,31,,,,,,,,,,,,,,,
AK,120,415,366-6991,no,no,0,,,,,,,,,,,,,,,
UT,74,415,377-7399,no,no,0,,,,,,,,,,,,,,,
AR,109,510,377-9092,no,no,0,,,,,,,,,,,,,,,
LA,162,510,373-6681,no,yes,33,,,,,,,,,,,,,,,
KS,124,510,417-7736,no,yes,37,,,,,,,,,,,,,,,
OR,177,408,393-2812,no,no,0,,,,,,,,,,,,,,,
WI,91,510,398-3176,no,no,0,,,,,,,,,,,,,,,
CO,105,408,334-8694,no,no,0,,,,,,,,,,,,,,,
KS,24,510,369-5449,no,no,0,,,,,,,,,,,,,,,
IL,48,510,380-5246,no,no,0,,,,,,,,,,,,,,,
IA,86,408,390-3873,no,no,0,,,,,,,,,,,,,,,
AZ,163,510,354-4568,no,no,0,,,,,,,,,,,,,,,
NE,91,510,339-6968,no,no,0,,,,,,,,,,,,,,,
ID,56,510,379-5933,no,no,0,,,,,,,,,,,,,,,
OH,147,415,365-5682,yes,yes,24,,,,,,,,,,,,,,,
TX,64,415,382-8518,no,no,0,,,,,,,,,,,,,,,
